part_number,manufacturer,price_field,quantity_field
2,01Y,573.22,7684780
4,01Y,573.22,7686080
8,01Y,641.52,7685180
A,01Y,624.01,767680
C,01Y,624.01,767680
E,01Y,624.01,766780
F,01Y,178.71,7704280
G,01Y,178.71,7704280
H,01Y,178.71,7704280
J,01Y,178.71,7704280
K,01Y,178.71,7704280
L,01Y,178.71,7704280
N,01Y,442.11,767880
P,01Y,442.11,767880
Q,01Y,442.11,767980
R,01Y,442.11,767980
S,01Y,290.21,767980
T,01Y,442.11,767880
V,01Y,215.11,767780
W,01Y,624.01,768180
X,01Y,290.21,768080
0,01Z,641.52,7685180
3,01Z,573.22,7685580
4,01Z,573.22,7685880
5,01Z,573.22,7685880
6,01Z,573.22,7685980
7,01Z,573.22,7686380
8,01Z,573.22,7685980
9,01Z,573.22,7686080
A,01Z,45.02,7688180
C,01Z,45.02,7686580
E,01Z,45.02,7686280
F,01Z,45.02,7688380
G,01Z,45.02,7688480
H,01Z,45.02,7688580
L,01Z,624.01,768380
N,01Z,442.11,768680
9,065,928.71,652180
0,066,644.71,3433880
1,066,644.71,3433980
2,066,329.71,3434080
1,067,708.21,400676
7,067,895.31,400694
6,06A,602.41,180180
E,07A,745.11,7830280
G,07A,745.11,7830280
N,07C,745.11,7830280
S,07C,839.61,7830280
T,07C,745.11,7830280
0,07E,159.71,7830280
G,07E,159.71,7830280
H,07E,159.71,7830280
K,07E,159.71,7830280
L,07E,725.61,7830280
Q,07E,159.71,7830280
Y,07E,677.41,7830280
Z,07E,645.71,7830280
A,07F,645.71,7830280
C,07F,677.41,7830280
E,07F,677.41,7830280
F,07F,677.41,7830280
K,07F,806.41,7830280
L,07F,356.31,7830280
N,07F,342.01,7830280
S,07F,822.01,7830280
T,07F,392.31,7830280
V,07F,254.31,7830280
C,07G,538.52,9096180
E,07G,538.52,9096080
F,07G,538.52,9095980
G,07G,538.52,9095880
H,07G,538.52,9095780
R,07G,755.32,9090480
E,07H,755.32,9090580
F,07H,852.52,9096180
G,07H,852.52,9096080
H,07H,852.52,9095980
J,07H,852.52,9095880
K,07H,852.52,9095780
L,07H,852.52,9090580
4,07J,59.41,401063
S,07J,936.81,7830280
X,07J,821.52,9096180
Y,07J,821.52,9096080
Z,07J,821.52,9095780
0,07K,676.91,7830280
9,07K,676.91,7830280
A,07K,821.52,9090480
C,07K,93.32,9095980
E,07K,160.62,9095880
F,07K,821.52,9090580
H,07K,575.62,9090480
Q,07K,575.61,7830280
R,07K,575.61,7830280
W,07K,840.02,9095380
0,07L,676.91,7830280
Z,07L,575.62,9095680
0,07N,676.91,7830280
J,07N,112.52,9095380
N,07N,402.82,9088880
P,07N,71.62,9095480
Q,07N,542.21,7830280
Q,07P,344.02,9096180
R,07P,2.52,9096080
S,07P,876.42,9095980
T,07P,876.42,9095880
V,07P,344.02,9095780
W,07P,872.02,9090480
X,07P,2.52,9090580
Y,07P,872.02,9095680
Z,07P,575.62,9090480
E,07Q,433.21,7830280
G,07R,694.72,9096180
H,07R,843.32,9096080
J,07R,754.02,9095980
K,07R,465.22,9095880
L,07R,565.72,9095780
N,07R,699.22,9090480
P,07R,754.02,9090580
Q,07R,556.62,9095680
W,07R,231.02,9089780
X,07R,71.62,9089080
Y,07R,71.62,9088980
K,07S,71.62,9088780
T,07S,564.01,7830280
A,07T,636.71,200280
C,07T,774.61,200380
E,07T,356.02,9095380
F,07T,491.12,9088880
G,07T,780.12,9095480
H,07T,927.22,9088880
J,07T,134.81,9095480
K,07T,277.21,1079680
Q,07T,137.61,2612280
F,07V,928.02,9095380
G,07V,108.82,9088780
H,07V,766.12,9088880
J,07V,766.11,9095480
V,07V,43.92,9089080
W,07V,43.92,9088980
X,07V,136.21,1211880
E,07X,381.21,248380
L,07X,607.32,9089080
N,07X,607.32,9088980
P,07X,231.02,9088880
Q,07X,231.02,9095480
R,07X,231.02,9095380
S,07X,231.02,3835780
V,07X,916.22,7768680
F,07Y,931.81,400899
Z,07Y,857.81,400873
E,07Z,23.62,9090580
F,07Z,762.02,9096180
G,07Z,56.42,9096080
H,07Z,56.42,9095980
J,07Z,392.82,9095880
K,07Z,56.42,9095780
L,07Z,950.62,9090480
N,07Z,56.42,9095680
P,07Z,516.52,9090380
X,07Z,842.82,9095280
Y,07Z,2.22,9089180
Z,07Z,231.02,9089580
2,080,231.02,9095180
3,080,966.22,9095080
4,080,231.02,9089480
0,081,470.91,14380
1,082,295.41,6887980
7,086,758.02,9089380
8,086,758.02,9089280
2,087,402.61,6887980
7,087,470.91,6946880
8,087,470.91,6946680
9,087,834.21,6946480
0,088,894.11,6984080
4,088,596.61,5091580
5,088,884.91,5091580
6,088,596.61,5093980
7,088,596.61,5094180
8,088,596.61,5091380
9,088,596.61,5094080
0,089,504.71,5094180
1,089,884.91,5093880
0,08A,527.01,6234480
2,08A,812.51,8866880
3,08A,417.81,6392680
5,08A,51.92,9090980
6,08A,51.91,9092080
7,08A,482.61,9092080
8,08A,482.61,9092180
9,08A,445.62,9091180
0,08C,51.91,7897780
1,08C,51.91,7018180
2,08C,337.11,309880
3,08C,288.11,9092080
4,08C,51.41,309380
5,08C,414.42,9091380
6,08C,482.62,9092180
7,08C,51.91,9092080
8,08C,414.42,9090880
6,08E,795.41,7830280
3,08G,389.91,6887980
4,08G,735.31,14380
0,08J,66.22,9094480
1,08J,24.92,9093980
2,08J,957.72,9092880
3,08J,806.91,5091780
4,08J,417.81,5091580
5,08J,482.61,7637980
6,08J,389.12,9092880
7,08J,389.12,9093980
8,08J,706.22,9094480
9,08J,337.11,312480
0,08K,337.11,309180
1,08L,596.61,5091580
2,08L,470.41,6946680
3,08L,470.41,6946880
4,08L,784.11,6887980
5,08L,51.91,310380
6,08L,449.61,312480
3,09P,160.71,1986380
4,09P,143.21,1986380
8,09R,968.11,1668680
0,09T,179.71,1986380
3,102,47.21,401074
8,105,38.01,522312
4,109,7.81,691122
9,109,579.61,691122
2,10G,151.01,522312
8,10J,175.21,5594380
3,125,465.31,401287
5,125,555.41,401288
3,12N,993.51,9652380
5,12Q,1.21,2752780
5,12R,620.01,5511680
9,12V,410.81,2263980
0,12Y,943.61,2752780
3,12Y,114.21,1083080
8,130,881.41,9002580
1,136,419.41,401372
4,136,95.71,9002580
7,137,492.81,9652580
5,13A,670.51,9652580
3,14A,923.31,8249180
W,14J,91.51,2741380
X,14J,111.31,6275680
F,14K,204.61,2781680
G,14K,443.91,8428380
H,14K,487.81,1001280
J,14K,391.31,5504880
R,14K,407.41,135780
P,14N,254.61,2264080
S,14N,487.81,2194280
4,14P,817.01,1659380
C,14P,987.91,2750080
E,14P,294.71,8428380
A,14S,848.61,8883680
C,14S,17.81,8883780
E,14S,375.61,2741380
8,150,421.11,7809680
9,150,421.11,7899580
H,18C,319.01,976580
V,18C,108.11,1567580
5,191,2.91,694778
2,19F,285.41,8958880
7,19F,137.31,2299980
N,200,319.21,401339
H,209,41.91,6666180
Z,20A,169.51,6943080
H,20R,442.91,401260
S,20T,97.01,401480
Q,20V,358.91,401226
L,20W,494.31,401259
N,20W,332.01,401260
Y,20Y,198.92,401354
Z,20Y,32.72,401352
7,224,640.61,402283
9,224,230.71,402291
0,225,195.11,402292
6,226,163.51,9972880
7,226,120.11,40220000000
9,227,416.31,402283
9,229,275.51,9972880
0,22A,186.91,40220000000
5,22C,688.61,2741580
6,22C,575.21,2741480
6,434,153.41,404348
7,434,326.31,6946680
3,621,242.01,7977280
3,622,556.71,406229
5,622,678.41,406235
6,622,708.61,406235
7,622,633.61,406229
8,622,427.61,406229
7,632,43.81,406345
4,665,678.41,406620
5,665,346.31,406675
7,665,285.41,406673
0,666,176.31,406675
4,666,164.61,406674
5,668,869.71,406682
6,668,41.31,976280
2,669,902.31,406682
3,669,903.31,406682
2,03E,155.81,410563
2,052,118.81,410562
4,052,58.91,410565
0,053,77.41,410566
1,053,161.71,410567
1,055,51.61,410562
4,057,40.41,410575
Y,09C,50.71,8411280
Z,09C,77.41,3838780
G,09Q,578.41,173580
H,09Q,168.61,3566180
P,09Q,87.71,3125280
Q,09Q,666.21,3125180
K,12E,69.21,2777580
T,12K,347.21,5132580
G,12N,981.11,3981580
H,12N,97.01,3824680
T,12N,336.01,5518880
E,12Q,48.71,2777580
N,12Q,530.91,5132580
P,12Q,570.81,5518880
J,23C,727.42,9520480
H,23E,631.72,8046580
E,23G,652.81,9520480
T,23H,443.51,8046580
J,31H,911.61,6888580
C,31N,452.81,6888880
4,526,202.81,415277
5,527,660.72,415283
6,527,654.42,415284
8,527,419.51,415299
9,527,271.81,415282
1,528,232.31,415295
2,529,209.41,6482180
H,62F,98.41,8745780
1,62H,511.61,1377680
N,62H,842.71,8687180
E,62K,924.21,9124480
R,62L,725.71,7944180
S,62L,725.71,7944480
R,62N,921.01,2330580
J,62P,927.31,7944280
K,62P,927.31,7944380
K,62Q,927.31,7943580
P,62Q,501.11,7943780
Q,62Q,907.41,7943880
R,62Q,907.41,7944080
Y,62Q,423.41,7965680
Z,62Q,416.11,9984280
A,62R,122.01,6219680
C,62R,550.81,6717380
E,62R,66.71,6717480
J,62S,976.71,6230780
W,62T,220.51,6219680
X,62T,291.41,6717280
Y,62T,851.21,1680980
Z,62T,696.81,6717380
A,62V,712.81,6717480
K,62V,326.51,6016180
S,62V,633.51,2311080
S,62W,295.91,9984180
Y,62W,633.41,5882080
Z,62W,633.41,5905380
Y,62X,248.81,3302180
R,62Y,179.61,389080
9,097,771.41,420980
4,09F,956.51,8056080
5,09F,916.61,3605180
6,11C,134.31,4211000
7,11C,518.01,42110000
7,11E,949.51,42110000
8,11E,949.51,42120000
6,12C,134.31,4212000
7,12C,518.01,42120000
8,12C,732.51,2195180
4,202,68.91,422026
9,230,44.81,5993180
3,232,65.71,5993180
7,282,360.41,7835980
3,283,32.61,8872180
4,283,33.61,7835980
820,353,795.41,77010
726,391,767.41,84043
Z,412,153.21,424240
H,413,521.71,424225
L,413,153.21,424226
K,416,926.61,424232
R,416,284.91,424229
T,416,122.81,424225
C,417,777.21,91380
G,417,561.01,424240
Z,417,8.61,91380
F,418,931.21,424232
J,418,928.71,424209
K,418,928.71,424212
L,418,928.71,424213
R,418,894.51,424226
A,419,561.01,424234
G,419,727.91,424241
8,41K,193.71,91280
6,41L,80.31,91280
3,420,122.81,424229
5,420,561.01,424226
0,421,232.11,424227
4,421,529.71,91380
6,421,34.41,424228
8,421,232.11,424233
0,422,928.71,424244
2,422,557.31,91380
3,424,769.51,2014880
737,426,550.51,11868
796,428,175.51,75449
406,465,688.21,14204
5,46A,858.21,424995
7,46A,594.41,424996
0,46F,996.81,3819880
5,46P,605.81,7602180
2,46R,457.41,8691680
9,46W,688.71,424990
9,46Z,341.01,424934
1,474,591.11,424745
9,474,581.31,424746
1,475,128.81,424756
4,475,287.21,1509680
5,475,287.21,7329080
7,475,532.21,1509680
8,475,117.81,7329080
0,476,620.71,2090880
1,47A,575.01,8867180
2,47A,840.01,7779380
5,47A,572.61,8867280
6,47A,647.61,8866880
8,47A,451.21,8866980
2,47C,296.61,7778280
3,47C,718.41,8867880
4,47C,589.51,8868080
8,47C,543.61,8867080
9,47E,134.31,8867780
4,47F,584.31,8860780
2,47H,553.51,8868880
5,491,470.91,424983
9,491,869.21,424932
2,492,525.41,424991
8,492,823.11,3684980
0,493,721.92,3602180
7,493,338.71,7872380
1,494,383.11,7880680
5,494,893.91,424946
2,495,688.71,424990
4,495,996.81,3819880
8,495,695.91,1429880
1,496,715.21,1500480
5,496,825.31,424966
2,498,899.11,8691680
5,498,671.21,7602180
1,499,939.41,7883580
4,499,234.81,3819880
8,499,823.11,3684980
1,49A,747.71,3602180
6,49A,687.91,7872380
8,49E,383.11,7880680
3,49F,695.91,1429880
4,49F,678.01,1500480
7,49J,505.61,7602180
6,49K,951.11,7880680
7,49K,617.31,3602180
5,49L,952.41,2090780
2,507,88.31,425261
2,508,67.41,425282
5,509,955.71,425270
7,509,943.21,425262
2,510,751.21,425314
4,510,423.41,425442
9,510,662.91,425453
1,511,966.91,425466
6,511,910.81,425451
8,511,923.01,425452
2,512,792.61,425316
7,512,500.91,425499
0,513,520.31,425208
1,513,913.81,425268
1,514,137.51,425483
8,514,177.51,425490
1,515,904.41,425454
4,515,53.61,1335080
4,516,908.61,425493
5,516,746.01,425498
7,516,686.41,425316
2,518,622.31,425251
5,519,622.31,425251
6,519,177.51,425442
0,51C,362.51,7282680
4,51C,945.61,7248080
5,51C,761.61,7248180
0,51E,128.91,7259580
2,51E,684.11,7249780
3,51E,131.31,7247580
4,51E,96.61,7259980
7,51E,64.51,7249480
7,51F,8.01,2521
8,51F,0.51,7267180
9,51F,984.61,7253580
4,51G,658.31,7248480
7,51G,652.91,7248680
9,51G,509.11,7259680
0,51H,444.81,7260980
4,51H,370.81,2026
5,51H,179.81,7255780
6,51H,631.41,7252580
7,51H,494.71,7267580
6,520,724.21,425132
2,521,277.81,425320
9,521,622.31,425251
0,522,904.41,425457
1,522,75.51,425259
2,522,629.41,7873980
213,522,856.31,13569
214,522,822.41,52486
3,522,1.71,7873680
4,522,119.21,425455
5,522,509.31,425456
8,522,277.81,425494
0,523,885.61,425494
8,523,885.61,6186180
9,523,881.71,425475
2,524,923.01,425458
4,524,677.01,425459
6,524,791.51,425468
0,525,796.51,7873980
2,525,175.01,425492
4,525,246.51,425460
6,525,177.51,425490
0,526,48.31,7874180
5,526,703.61,425498
6,526,520.31,425208
1,527,177.51,425442
5,527,440.01,425499
6,527,75.51,6186180
7,527,155.71,425422
8,527,973.51,1334980
9,527,434.61,425326
6,528,908.61,425493
2,530,308.01,425494
3,530,238.71,425494
4,530,686.41,425316
2,532,559.31,425476
7,532,475.01,3819980
2,533,240.01,425422
5,533,212.21,425422
6,533,973.51,1334980
7,533,956.31,1334980
8,533,863.21,6186180
9,533,623.12,7862380
0,534,229.11,425419
1,534,312.91,425475
3,534,918.21,7874180
7,534,904.01,425422
8,534,973.51,1334980
5,535,103.61,7864080
7,535,786.91,7864180
9,535,305.41,1140880
1,536,854.31,7862480
3,536,962.31,3601380
5,536,788.41,3601380
7,536,765.01,3601480
2,537,205.61,1334680
257,537,970.71,5634
3,537,559.01,3603680
5,537,559.01,3842680
3,538,894.91,1334980
5,538,138.41,7862380
7,538,288.21,368480
0,539,932.21,425448
3,539,559.01,7862780
4,539,565.81,425495
6,539,785.81,8247680
7,539,384.81,7874080
8,539,968.91,425476
1,540,39.51,425419
5,540,164.71,7876080
6,540,716.91,6412880
0,541,757.11,1334980
2,541,31.21,7862480
4,541,967.91,8247580
8,541,272.81,7862380
1,542,858.81,425326
3,542,34.11,6186180
4,542,72.81,7862980
5,542,314.71,7862480
6,542,55.41,7862780
8,542,657.71,8247680
9,542,74.11,8247580
0,543,240.01,368480
1,543,295.51,7863580
2,543,727.71,7873780
5,543,818.41,6411280
7,543,413.21,7961680
4,544,947.51,6411280
6,544,973.31,8681680
0,545,205.61,425316
1,546,922.71,7864080
2,546,922.71,7864180
3,546,835.01,3603680
4,546,418.91,3842680
440,546,370.41,91534
5,546,12.71,7862480
7,546,555.91,7873680
9,546,619.11,1140880
1,547,55.41,7873980
4,547,205.61,3819980
7,547,403.31,7874080
8,547,713.21,425422
0,548,475.91,1334980
5,548,15.11,1335080
6,548,205.61,6186180
9,548,969.21,7862380
6,549,202.61,6412880
7,549,259.61,3601480
0,54A,523.61,1334980
1,54A,240.01,3601380
2,54A,602.71,3601380
3,54A,71.71,1334980
6,54A,390.51,7863080
7,54A,72.81,7863280
8,54A,259.61,7875980
1,54C,575.71,8681580
8,54C,959.11,6412780
912,559,151.31,97228
922,559,377.52,94582
223,590,229.11,40279
685,595,26.21,34403
803,597,585.31,37361
064,598,749.91,37548
191,609,86.71,35863
833,691,371.41,71256
759,750,974.81,63277
361,763,201.51,85953
692,776,465.71,29780
3,084,155.71,430853
0,107,407.01,431083
2,107,917.41,431080
7,107,594.01,431083
9,107,392.41,431083
2,108,725.21,7941680
0,109,48.81,8513080
9,410,846.31,434110
1,411,247.41,434114
0,00N,661.61,7292080
1,00N,661.61,7292180
6,00R,963.91,7292080
7,00R,471.41,7292180
9,00X,871.81,900880
4,01K,247.11,2437280
5,01K,247.11,2437380
8,01K,134.91,7729580
9,01K,407.91,7729780
2,01L,407.91,7731680
3,01L,407.91,7731780
8,01P,595.01,7293580
9,01P,646.71,7293680
8,01R,781.91,900680
9,01R,695.91,900780
0,01S,781.91,900680
1,01S,695.91,900780
6,02C,630.51,44020000000
8,02E,544.31,44020000000
9,02E,523.21,6687780
2,046,651.01,567680
3,046,643.21,7292580
3,048,719.91,4404000000000
6,049,941.01,567680
7,049,941.51,7292580
7,04A,523.11,44040000000
8,04A,590.31,440400000000
0,04E,679.31,7729980
2,04F,679.31,7730180
9,04F,54.01,1731980
0,04G,54.01,1732080
3,04H,530.11,7744180
4,04H,530.11,7744080
6,04H,684.21,4627880
7,04H,855.91,8321780
8,04H,125.71,8321880
8,04J,378.71,4627880
8,052,204.11,440547
2,053,103.21,444973
4,053,109.11,440547
7,053,34.61,8008680
8,053,93.51,440548
0,054,61.41,440554
4,054,131.51,440545
0,055,171.41,7082980
3,055,73.11,8008680
0,073,141.61,5677680
1,073,87.91,5677980
0,081,22.91,440545
9,106,191.01,8155680
0,107,975.21,8155780
5,279,58.01,444973
3,27A,441.61,7292980
5,27C,404.71,4700280
9,27C,565.51,5677480
0,27E,119.71,5677580
7,27E,323.61,7294180
9,280,115.41,442844
3,281,366.21,8322180
8,281,183.61,442840
4,282,216.71,7191180
6,282,74.51,442848
7,282,163.61,4540680
3,283,101.81,7191180
4,283,65.11,442841
7,283,285.41,4540680
6,284,294.61,7191180
7,284,339.01,1724480
5,285,123.71,4540680
2,301,57.01,5993180
8,301,115.91,4539680
2,391,508.21,443919
5,392,500.41,7292880
6,392,873.71,7191080
8,392,310.11,443948
1,393,797.31,443939
2,393,80.71,443936
3,393,328.91,8035580
5,393,465.41,443944
7,393,633.51,8035480
6,394,603.11,7191080
7,394,657.21,8322080
2,000,268.21,7330780
6,001,646.71,450053
0,00A,242.41,7330780
X,00A,287.51,73580
F,00C,107.61,4311580
G,00C,107.61,4311480
H,00C,107.61,4311880
F,00E,171.91,4311780
G,00E,112.51,4311680
T,00E,7.81,1533880
V,00E,733.32,4990880
X,00E,141.01,5321080
E,00F,80.51,6636480
F,00F,157.21,6953380
G,00F,965.11,6953580
H,00F,472.21,6953780
J,00F,58.62,4991580
K,00F,58.62,4991480
L,00F,158.92,4991680
Y,00F,638.11,5553680
Z,00F,314.91,5554580
C,00G,567.71,7780880
E,00G,584.71,7728080
F,00G,355.31,7780680
G,00G,64.61,7780780
J,00G,286.21,7728080
C,00H,324.62,4991080
Y,00H,427.32,4990680
5,00J,324.11,872880
F,00J,375.81,7780780
G,00J,400.11,7728080
H,00J,20.31,7780680
K,00J,20.71,7780880
M,00J,345.51,5975580
9,00Q,157.32,4991280
0,00R,163.42,4990280
2,00R,163.41,1533480
3,00R,163.42,4990480
9,00R,157.31,1533180
0,00S,157.31,1533380
1,00S,157.31,1533580
2,00S,163.42,4991280
3,00S,51.01,452046
4,00S,51.01,452047
2,00V,393.61,6636380
1,031,148.51,450314
2,042,957.52,984680
6,042,632.52,984380
7,042,392.72,984580
8,042,380.72,984680
2,051,166.61,450514
S,15A,191.11,8837680
S,15C,213.01,8837780
4,15R,454.01,7330780
1,15T,283.61,7330780
6,164,911.41,451666
7,164,497.41,451666
4,165,497.41,451666
5,165,911.41,451666
8,165,757.71,451665
4,173,63.81,451743
5,202,394.81,452035
2,204,368.01,452044
3,204,434.01,452045
3,244,968.71,452453
3,333,70.11,453346
1,334,74.01,453344
2,334,807.01,453348
1,341,392.51,453451
7,341,861.11,453441
1,342,244.51,453452
1,343,23.41,450315
9,343,606.81,453449
5,344,150.51,453449
6,344,467.51,7548580
7,344,51.61,450335
8,344,455.41,8232480
3,346,472.41,453465
0,347,627.81,8232480
1,347,127.61,8232580
2,347,740.31,9454080
P,35A,974.11,1244280
C,35C,574.51,9895480
E,35C,574.51,9895680
F,35C,39.01,1244080
G,35C,899.51,9894980
H,35C,736.81,9895380
T,35C,436.21,1244780
V,35C,834.61,1244880
F,35E,446.91,1244980
G,35E,446.91,1245080
P,35E,648.31,9864580
X,35E,459.41,1244480
Z,35E,302.21,1245180
A,35F,302.21,1245280
8,35R,840.01,1244580
7,35V,64.51,1244580
4,35W,672.01,1245380
5,35W,672.51,1245480
6,35W,277.71,1244180
0,35X,959.61,1616980
1,35X,494.81,1616880
2,35X,704.01,1245780
3,35X,964.91,1245580
8,35X,250.21,1245680
3,362,756.81,4236680
3,363,221.61,8113280
6,382,50.71,453345
K,41E,256.41,6245180
Q,41E,390.11,7236680
T,41E,436.21,7956180
V,41E,436.21,7956180
N,41F,77.31,7126280
S,41F,627.51,7126280
C,41G,360.01,9575780
Q,41G,436.21,7956180
R,41G,436.21,7956180
Y,41G,727.01,7126280
A,41H,871.91,7510480
X,41H,10.71,7126280
Z,41H,797.11,7956180
A,41J,780.51,7956180
R,41J,425.81,9427980
P,41K,847.31,7126280
H,41L,905.71,7510480
K,41L,57.01,7126280
N,41L,122.71,9427880
A,41N,815.41,6374380
E,41N,783.51,9427980
Q,41N,618.91,7510480
S,41P,549.01,3237780
T,41P,625.31,8477480
A,41Q,878.21,6245180
G,41Q,649.21,7510480
N,41Q,231.41,7629480
T,41R,447.31,1241280
1,41S,122.71,9427880
2,41S,850.51,9427980
3,41S,525.21,9427980
6,41S,538.71,7236680
G,41S,599.11,8210180
Q,41S,681.91,6374380
Z,41T,35.71,7956180
A,41V,35.71,7956180
X,41V,423.81,7510480
Z,41V,697.61,3237780
0,41Z,217.11,7126280
X,42A,854.51,3237880
5,42N,431.31,3599880
1,42W,857.01,3237880
9,42Z,613.11,8210380
0,459,420.01,1272380
1,45F,154.11,3605580
2,45F,560.41,791980
1,45H,921.81,791980
4,45J,160.41,5506380
5,45J,160.91,5506480
6,45J,857.51,5506580
4,45K,247.61,4196180
5,45K,208.61,4577980
3,47K,109.62,2678780
4,47K,106.22,2678880
8,47N,184.62,2678780
9,47N,184.62,2678880
9,47P,117.91,1530980
0,47Q,117.91,1530880
0,485,125.71,454853
5,490,200.21,454916
7,490,200.91,454916
4,491,851.31,454930
6,492,36.81,1627180
9,492,466.81,8463280
3,493,322.71,454943
9,493,692.61,1627180
9,494,521.01,1627180
6,495,33.21,9055380
7,495,755.91,9055380
9,495,154.11,8132680
2,502,560.11,459915
3,655,934.71,456542
0,656,590.61,456542
8,656,313.81,456586
9,656,697.71,1888780
4,657,561.71,2851280
9,657,413.71,1888780
4,658,571.71,4021880
5,658,793.31,456577
7,658,894.41,1888780
0,659,200.91,8781980
2,659,647.31,2851280
3,659,640.61,9575880
6,659,732.81,6778080
1,661,437.81,456614
1,714,452.01,6973280
3,714,860.61,6778180
3,72H,654.12,457862
9,72W,919.02,457808
0,72X,918.02,457809
3,733,456.81,5037580
4,733,177.31,5037680
9,740,992.61,984080
6,760,124.71,457607
1,781,13.52,457865
0,782,807.01,457883
7,785,559.62,37021
4,78R,159.61,5721980
6,78S,833.61,9955080
7,78S,570.01,6094380
8,78S,570.01,5686980
9,78S,327.61,3584380
0,992,100.71,459925
9,994,453.41,2089680
1,995,739.31,459958
9,995,679.91,2089680
2,022,131.51,2196880
5,022,152.01,926480
5,358,490.31,463591
4,370,47.71,463711
4,433,243.01,3328880
8,433,162.71,3328880
0,434,417.41,6296180
2,434,211.91,3328880
8,441,115.41,464420
6,510,561.01,465104
0,542,261.51,7883680
0,993,294.61,725580
1,993,322.11,726080
3,993,330.71,725580
4,993,427.11,725580
5,993,948.41,726080
1,014,79.41,470184
6,016,446.81,470179
1,017,784.02,3221480
2,017,784.02,470199
3,017,966.11,470184
1,018,446.31,470198
5,019,778.61,470199
7,019,380.61,3221480
9,01E,218.11,6780680
6,01H,218.11,6780680
9,020,701.91,470212
1,021,738.41,470219
4,021,538.12,2865480
8,021,980.82,2865380
5,055,170.51,7371480
9,45E,158.62,474626
0,45P,982.82,474624
3,45T,217.11,474620
5,45T,561.52,474622
9,45T,202.91,474630
6,45V,467.41,360580
3,45W,758.81,474615
4,45W,656.01,474616
8,45Y,735.41,474619
3,45Z,65.01,9658880
7,460,411.72,474652
8,460,186.72,474653
9,460,844.31,9533380
0,461,957.51,474672
1,461,113.71,9533480
2,461,199.41,9533580
7,461,920.31,3595680
3,462,530.62,474652
5,462,187.22,474653
3,464,634.91,6938580
4,464,644.71,5650280
5,464,644.71,6094580
6,464,536.41,5264680
7,464,3.61,3207780
8,464,524.91,3595880
9,464,744.81,3595180
0,465,763.41,4081880
1,465,924.21,2570580
6,465,638.81,474677
4,466,92.41,474679
5,466,92.41,474678
0,467,879.61,474677
5,467,645.61,1531080
1,468,201.31,9992480
4,530,718.81,8269280
5,543,781.71,475442
9,543,874.21,475442
2,681,452.41,9575080
3,681,495.81,3213480
8,692,462.71,476942
0,694,649.72,476980
1,694,678.92,476981
7,694,615.11,476969
8,694,615.11,476970
1,695,659.91,476980
2,695,663.81,476981
3,695,61.91,476982
8,712,468.01,477143
0,714,933.61,3123580
1,714,198.11,3123480
7,03T,387.21,488826
9,03T,354.61,488827
0,03V,473.41,488831
2,03V,752.41,480550
3,03V,623.91,488825
4,03V,651.11,488829
6,069,714.51,9629580
6,06G,65.61,9574980
7,06G,706.21,9573680
4,06H,82.21,3601980
7,06H,907.81,480672
0,06J,831.31,9057680
1,06J,658.51,9046780
2,06J,656.01,9046880
9,06N,453.11,6659780
0,06P,423.41,6659680
1,06P,993.91,6659980
2,06P,993.91,6659880
5,06P,832.81,9573680
6,06P,57.81,3601980
9,06P,506.21,6659780
0,06R,433.21,6659680
1,06R,594.81,6659980
2,06R,615.31,6659880
6,070,139.31,480707
5,113,165.82,481137
2,145,123.71,48140000000
5,146,65.71,481450
0,14V,29.22,7686180
5,14X,118.81,481742
6,14X,106.21,481743
8,14X,20.01,481525
1,153,26.81,4185680
4,154,149.51,7330080
5,158,23.41,4185780
8,163,135.71,481636
7,172,646.81,6406680
8,172,646.31,6333280
9,175,398.92,3189680
0,176,398.92,3189580
6,280,17.51,482819
8,280,9.71,482819
5,85W,744.71,488832
7,85W,744.71,488833
8,85W,744.71,488833
6,869,281.41,488840
0,86A,86.11,488839
1,86A,276.01,488841
0,86P,653.61,488843
7,86W,947.52,488834
8,872,277.11,488850
8,874,155.11,488838
6,87F,264.61,488832
7,87F,740.81,488833
9,87G,716.31,488840
0,87H,716.31,488841
9,87H,452.01,488842
6,87L,863.01,488845
9,87T,240.61,488850
9,885,324.81,7921680
0,886,771.02,7920680
9,888,533.81,3602480
1,889,8.11,3603080
2,889,902.01,3602980
N,88A,934.11,3602280
W,88A,501.51,2873780
X,88A,501.51,2873680
0,88F,635.31,6634480
2,88F,421.01,7331180
K,88F,433.31,3546580
L,88F,433.31,3546980
N,88F,955.01,3547180
P,88F,194.71,3547080
Z,88F,389.51,759180
A,88G,389.51,759180
K,88G,107.51,1450580
R,88G,131.81,1034980
T,88G,98.71,1034480
V,88G,626.21,7920680
E,88K,20.51,1330780
F,88K,20.51,1330880
8,88Q,412.82,9716580
9,88Q,412.82,9716580
9,88T,144.01,1148980
1,88V,761.41,1148880
3,88V,452.81,1149180
5,88V,626.61,1149080
3,88X,846.92,5507080
4,88X,434.91,3239580
5,88Y,540.01,3602680
6,88Y,540.01,3602580
3,890,130.41,287080
4,890,247.31,287180
7,890,59.31,287280
8,890,59.31,287380
1,891,631.41,488917
2,891,631.41,488918
F,02E,388.41,167180
C,02V,560.51,167180
A,02W,596.21,8329080
C,02W,270.01,5507480
K,02X,850.91,5506880
L,02X,250.21,7162080
L,02Y,844.51,7161880
1,314,744.01,503142
4,314,371.61,503147
